***MESSAGES***,,,,,,,,,,,,,,,,,,,,,,,,
id,title,caption,type,channel_id,created_at,updated_at,content_file_name,content_content_type,content_file_size,content_updated_at,seq_no,next_send_time,primary,reminder_message_text,reminder_delay,repeat_reminder_message_text,repeat_reminder_delay,number_of_repeat_reminders,options,deleted_at,schedule,active,requires_response,recurring_schedule
2063,33450,Leadership,"Organize a social get-together for your friends that is incompatible with smoking (e.g., a smoke-free restaurant; a hike).",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2064,33450,Love,"Talk to your friends and loved ones about how much you care about them, and how much their support means to you as you become a non-smoker.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2065,33450,Forgiveness,Donâ€™t dwell on the past. You may have failed in past attempts to quit. Forgive yourself and realize that this is a new chance to protect your health.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2066,33450,Gratitude,"Express gratitude to someone you cherish, and then ask for support in your quit attempt. Gaining support may be easier once youâ€™ve expressed your gratitude.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2067,33450,Self-Regulation,"It can be helpful to find a replacement when you quit smoking. Start a new hobby, such as an exercise program, and stick with it every day for a week.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2068,33451,Perseverance,Know your strengths: You work hard to finish anything you start. How has perseverance played out in your life this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2069,33451,Teamwork,Know your strengths: You work very well in a team. Consider how you have demonstrated teamwork this week and how that has helped others.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2070,33451,Hope,Know your strengths: You believe that you can control your future. Consider how your belief in yourself and abilities worked for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2071,33451,Humor,Know your strengths: You are someone who likes to bring smiles to other people. How have you made yourself and others smile this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2072,33451,Kindness,Know your strengths: You are kind and generous to everyone who crosses your path. Consider how your generosity towards others played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2073,33451,Spirituality,Know your strengths: You have a strong belief in the higher purpose. Consider how your spirituality has played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2074,33451,Zest,Know your strengths: You approach everything you do with excitement and energy. Consider how your zest for life has played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2075,33451,Appreciation,Know your strengths: You stop and take notice of the beauty in every day experiences. How has your ability to find beauty in life worked out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2076,33451,Bravery,Know your strengths: You donâ€™t shy away from a challenge. Consider how bravery has played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2077,33451,Creativity,Know your strengths: You are never content with doing something the conventional way if there is a better way possible. How has ingenuity played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2078,33451,Fairness,Know your strengths: You never let your personal feelings bias your decisions about other people. How has fairness played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2079,33451,Judgment,Know your strengths: You never jump to conclusions without considering all sides. How has your open-mindedness played out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2080,33451,Perspective,Know your strengths: Other people think of you as wise and turn to you for advice. Consider how your perspective on a situation helped another person this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2081,33451,Learning,"Know your strengths: You love learning new things, whether in a class or on your own. Consider how learning something new worked out for you this week.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2082,33451,Humility,Know your strengths: You prefer that your accomplishments speak for themselves rather than being in the spotlight. How has your humbleness worked out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2083,33451,Intelligence,Know your strengths: You have a way of being able to read a situation and put people at ease. Consider how your awareness has helped another person this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2084,33451,Prudence,Know your strengths: You are cautious and careful in everything you choose to do. Consider how the choices you have made worked out for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2085,33451,Curiosity,Know your strengths: You love to explore and discover new things. How has your love for adventures played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2086,33451,Honesty,Know your strengths: Not only do you speak the truth but you live your life in a genuine way. Consider how your authenticity has played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2087,33451,Leadership,Know your strengths: You excel at organizing group activities. Consider how your leadership has made something get done this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2088,33451,Love,"Know your strengths: You value close relationships with others, especially those you can count on. How have your friends and loved ones supported you this week?",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2089,33451,Forgiveness,Know your strengths: Your guiding principle is mercy and not revenge. Consider how compassion has played out for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2090,33451,Gratitude,Know your strengths: You never take anyone or anything for granted. Consider how your gratitude has played out for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2091,33451,Self-Regulation,"Know your strengths: You are the master of your emotions and behaviors, not the other way around. Consider how self-regulation has worked for you this week.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2092,33452,Humility,Know your strengths: Other people value your modesty. Consider how your unpretentiousness in a situation played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2093,33452,Perseverance,Know your strengths: You donâ€™t get distracted from the task at hand and always accomplish your goals. Consider how your determination has paid off this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2094,33452,Teamwork,Know your strengths: You are a dedicated and hardworking team player. How has your loyalty and commitment to working with others played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2095,33452,Hope,Know your strengths: You expect the best in the future and work hard to achieve your goals. How has your optimism about the future played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2096,33452,Humor,Know your strengths: You try to see the light side of any situation. Consider how you have used laughter to make a situation better this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2097,33452,Kindness,Know your strengths: You are someone who enjoys doing good deeds for others no matter how busy you are. How has your kindness towards other worked for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2098,33452,Spirituality,Know your strengths: Your spirituality shapes your actions and are a source of comfort. How has your spirituality provided comfort to you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2099,33452,Zest,"Know your strengths: Life is always an adventure, and you always give everything your all. How has your love for adventure worked for you this week?",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2100,33452,Appreciation,Know your strengths: You appreciate excellence in many different areas of life. Consider how your appreciation for excellence has played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2101,33452,Bravery,Know your strengths: You speak up for what is right even when others donâ€™t agree. How has your courage to act on your convictions played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2102,33452,Creativity,Know your strengths: Thinking of new and creative ways of doing things is a crucial part of who you are. Consider how your creativity has worked for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2103,33452,Fairness,Know your strengths: You always give everyone a chance. Consider how your strong sense of treating all people fairly has worked out for you and others this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2104,33452,Judgment,Know your strengths: You never let other peopleâ€™s biases cloud your decisions. Consider how seeing all sides of a situation has worked for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2105,33452,Perspective,Know your strengths: Your view of the world makes sense to yourself and others. How has your outlook on life made a difficult situation better this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2106,33452,Learning,Know your strengths: You take advantage of every opportunity to acquire more knowledge. How has an opportunity to learn something new worked out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2107,33452,Intelligence,Know your strengths: You know how to fit into many different situations. How has your social intelligence worked out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2108,33452,Prudence,Know your strengths: You are deliberate and thoughtful in your interactions with people. How has being cautious helped you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2109,33452,Curiosity,Know your strengths: You are curious and get excited about all topics and subjects. Consider how your curiosity has worked out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2110,33452,Honesty,"Know your strengths: You are down to earth, and never put on a facade. How has your genuineness worked for you this week?",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2111,33452,Leadership,Know your strengths: You make everyone in a group feel included and ensure there is harmony. How has your initiative helped others this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2112,33452,Love,Know your strengths: You take pride in having people in your life who believe caring is reciprocal. Consider how your relationships have helped you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2113,33452,Forgiveness,"Know your strengths: You try to give others a second chance, even those who may have done you wrong. How has your ability to forgive worked for you this week?",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2114,33452,Gratitude,Know your strengths: You recognize the good things that happen to you and take time to say thank you. How has this awareness worked out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2115,33452,Self-Regulation,Know your strengths: You are disciplined and donâ€™t let your emotions rule you. How has staying in control of your emotions and behaviors played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2116,33453,Perseverance,Know your strengths: You work hard to finish anything you start. How has perseverance played out in your life this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2117,33453,Teamwork,Know your strengths: You work very well in a team. Consider how you have demonstrated teamwork this week and how that has helped others.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2118,33453,Hope,Know your strengths: You believe that you can control your future. Consider how your belief in yourself and abilities worked for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2119,33453,Humor,Know your strengths: You are someone who likes to bring smiles to other people. How have you made yourself and others smile this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2120,33453,Kindness,Know your strengths: You are kind and generous to everyone who crosses your path. Consider how your generosity towards others played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2121,33453,Spirituality,Know your strengths: You have a strong belief in the higher purpose. Consider how your spirituality has played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2122,33453,Zest,Know your strengths: You approach everything you do with excitement and energy. Consider how your zest for life has played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2123,33453,Appreciation,Know your strengths: You stop and take notice of the beauty in every day experiences. How has your ability to find beauty in life worked out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2124,33453,Bravery,Know your strengths: You donâ€™t shy away from a challenge. Consider how bravery has played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2125,33453,Creativity,Know your strengths: You are never content with doing something the conventional way if there is a better way possible. How has ingenuity played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2126,33453,Fairness,Know your strengths: You never let your personal feelings bias your decisions about other people. How has fairness played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2127,33453,Judgment,Know your strengths: You never jump to conclusions without considering all sides. How has your open-mindedness played out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2128,33453,Perspective,Know your strengths: Other people think of you as wise and turn to you for advice. Consider how your perspective on a situation helped another person this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2129,33453,Learning,"Know your strengths: You love learning new things, whether in a class or on your own. Consider how learning something new worked out for you this week.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2130,33453,Humility,Know your strengths: You prefer that your accomplishments speak for themselves rather than being in the spotlight. How has your humbleness worked out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2131,33453,Intelligence,Know your strengths: You have a way of being able to read a situation and put people at ease. Consider how your awareness has helped another person this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2132,33453,Prudence,Know your strengths: You are cautious and careful in everything you choose to do. Consider how the choices you have made worked out for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2133,33453,Curiosity,Know your strengths: You love to explore and discover new things. How has your love for adventures played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2134,33453,Honesty,Know your strengths: Not only do you speak the truth but you live your life in a genuine way. Consider how your authenticity has played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2135,33453,Leadership,Know your strengths: You excel at organizing group activities. Consider how your leadership has made something get done this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2136,33453,Love,"Know your strengths: You value close relationships with others, especially those you can count on. How have your friends and loved ones supported you this week?",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2137,33453,Forgiveness,Know your strengths: Your guiding principle is mercy and not revenge. Consider how compassion has played out for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2138,33453,Gratitude,Know your strengths: You never take anyone or anything for granted. Consider how your gratitude has played out for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2139,33453,Self-Regulation,"Know your strengths: You are the master of your emotions and behaviors, not the other way around. Consider how self-regulation has worked for you this week.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2140,33454,Perseverance,Know your strengths: You donâ€™t get distracted from the task at hand and always accomplish your goals. Consider how your determination has paid off this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2141,33454,Teamwork,Know your strengths: You are a dedicated and hardworking team player. How has your loyalty and commitment to working with others played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2142,33454,Hope,Know your strengths: You expect the best in the future and work hard to achieve your goals. How has your optimism about the future played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2143,33454,Humor,Know your strengths: You try to see the light side of any situation. Consider how you have used laughter to make a situation better this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2144,33454,Kindness,Know your strengths: You are someone who enjoys doing good deeds for others no matter how busy you are. How has your kindness towards other worked for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2145,33454,Spirituality,Know your strengths: Your spirituality shapes your actions and are a source of comfort. How has your spirituality provided comfort to you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2146,33454,Zest,"Know your strengths: Life is always an adventure, and you always give everything your all. How has your love for adventure worked for you this week?",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2147,33454,Appreciation,Know your strengths: You appreciate excellence in many different areas of life. Consider how your appreciation for excellence has played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2148,33454,Bravery,Know your strengths: You speak up for what is right even when others donâ€™t agree. How has your courage to act on your convictions played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2149,33454,Creativity,Know your strengths: Thinking of new and creative ways of doing things is a crucial part of who you are. Consider how your creativity has worked for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2150,33454,Fairness,Know your strengths: You always give everyone a chance. Consider how your strong sense of treating all people fairly has worked out for you and others this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2151,33454,Judgment,Know your strengths: You never let other peopleâ€™s biases cloud your decisions. Consider how seeing all sides of a situation has worked for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2152,33454,Perspective,Know your strengths: Your view of the world makes sense to yourself and others. How has your outlook on life made a difficult situation better this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2153,33454,Learning,Know your strengths: You take advantage of every opportunity to acquire more knowledge. How has an opportunity to learn something new worked out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2154,33454,Humility,Know your strengths: Other people value your modesty. Consider how your unpretentiousness in a situation played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2155,33454,Intelligence,Know your strengths: You know how to fit into many different situations. How has your social intelligence worked out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2156,33454,Prudence,Know your strengths: You are deliberate and thoughtful in your interactions with people. How has being cautious helped you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2157,33454,Curiosity,Know your strengths: You are curious and get excited about all topics and subjects. Consider how your curiosity has worked out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2158,33454,Honesty,"Know your strengths: You are down to earth, and never put on a facade. How has your genuineness worked for you this week?",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2159,33454,Leadership,Know your strengths: You make everyone in a group feel included and ensure there is harmony. How has your initiative helped others this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2160,33454,Love,Know your strengths: You take pride in having people in your life who believe caring is reciprocal. Consider how your relationships have helped you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2161,33454,Forgiveness,"Know your strengths: You try to give others a second chance, even those who may have done you wrong. How has your ability to forgive worked for you this week?",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2162,33454,Gratitude,Know your strengths: You recognize the good things that happen to you and take time to say thank you. How has this awareness worked out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2163,33454,Self-Regulation,Know your strengths: You are disciplined and donâ€™t let your emotions rule you. How has staying in control of your emotions and behaviors played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2164,33455,Perseverance,Know your strengths: You work hard to finish anything you start. How has perseverance played out in your life this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2165,33455,Teamwork,Know your strengths: You work very well in a team. Consider how you have demonstrated teamwork this week and how that has helped others.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2166,33455,Hope,Know your strengths: You believe that you can control your future. Consider how your belief in yourself and abilities worked for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2167,33455,Humor,Know your strengths: You are someone who likes to bring smiles to other people. How have you made yourself and others smile this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2168,33455,Kindness,Know your strengths: You are kind and generous to everyone who crosses your path. Consider how your generosity towards others played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2169,33455,Spirituality,Know your strengths: You have a strong belief in the higher purpose. Consider how your spirituality has played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2170,33455,Zest,Know your strengths: You approach everything you do with excitement and energy. Consider how your zest for life has played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2171,33455,Appreciation,Know your strengths: You stop and take notice of the beauty in every day experiences. How has your ability to find beauty in life worked out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2172,33455,Bravery,Know your strengths: You donâ€™t shy away from a challenge. Consider how bravery has played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2173,33455,Creativity,Know your strengths: You are never content with doing something the conventional way if there is a better way possible. How has ingenuity played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2174,33455,Fairness,Know your strengths: You never let your personal feelings bias your decisions about other people. How has fairness played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2175,33455,Judgment,Know your strengths: You never jump to conclusions without considering all sides. How has your open-mindedness played out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2176,33455,Perspective,Know your strengths: Other people think of you as wise and turn to you for advice. Consider how your perspective on a situation helped another person this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2177,33455,Learning,"Know your strengths: You love learning new things, whether in a class or on your own. Consider how learning something new worked out for you this week.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2178,33455,Humility,Know your strengths: You prefer that your accomplishments speak for themselves rather than being in the spotlight. How has your humbleness worked out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2179,33455,Intelligence,Know your strengths: You have a way of being able to read a situation and put people at ease. Consider how your awareness has helped another person this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2180,33455,Prudence,Know your strengths: You are cautious and careful in everything you choose to do. Consider how the choices you have made worked out for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2181,33455,Curiosity,Know your strengths: You love to explore and discover new things. How has your love for adventures played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2182,33455,Honesty,Know your strengths: Not only do you speak the truth but you live your life in a genuine way. Consider how your authenticity has played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2183,33455,Leadership,Know your strengths: You excel at organizing group activities. Consider how your leadership has made something get done this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2184,33455,Love,"Know your strengths: You value close relationships with others, especially those you can count on. How have your friends and loved ones supported you this week?",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2185,33455,Forgiveness,Know your strengths: Your guiding principle is mercy and not revenge. Consider how compassion has played out for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2186,33455,Gratitude,Know your strengths: You never take anyone or anything for granted. Consider how your gratitude has played out for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2187,33455,Self-Regulation,"Know your strengths: You are the master of your emotions and behaviors, not the other way around. Consider how self-regulation has worked for you this week.",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2188,33456,Perseverance,Know your strengths: You donâ€™t get distracted from the task at hand and always accomplish your goals. Consider how your determination has paid off this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2189,33456,Teamwork,Know your strengths: You are a dedicated and hardworking team player. How has your loyalty and commitment to working with others played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2190,33456,Hope,Know your strengths: You expect the best in the future and work hard to achieve your goals. How has your optimism about the future played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2191,33456,Humor,Know your strengths: You try to see the light side of any situation. Consider how you have used laughter to make a situation better this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2192,33456,Kindness,Know your strengths: You are someone who enjoys doing good deeds for others no matter how busy you are. How has your kindness towards other worked for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2193,33456,Spirituality,Know your strengths: Your spirituality shapes your actions and are a source of comfort. How has your spirituality provided comfort to you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2194,33456,Zest,"Know your strengths: Life is always an adventure, and you always give everything your all. How has your love for adventure worked for you this week?",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2195,33456,Appreciation,Know your strengths: You appreciate excellence in many different areas of life. Consider how your appreciation for excellence has played out this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2196,33456,Bravery,Know your strengths: You speak up for what is right even when others donâ€™t agree. How has your courage to act on your convictions played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2197,33456,Creativity,Know your strengths: Thinking of new and creative ways of doing things is a crucial part of who you are. Consider how your creativity has worked for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2198,33456,Fairness,Know your strengths: You always give everyone a chance. Consider how your strong sense of treating all people fairly has worked out for you and others this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2199,33456,Judgment,Know your strengths: You never let other peopleâ€™s biases cloud your decisions. Consider how seeing all sides of a situation has worked for you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2200,33456,Perspective,Know your strengths: Your view of the world makes sense to yourself and others. How has your outlook on life made a difficult situation better this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2201,33456,Learning,Know your strengths: You take advantage of every opportunity to acquire more knowledge. How has an opportunity to learn something new worked out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2202,33456,Humility,Know your strengths: Other people value your modesty. Consider how your unpretentiousness in a situation played out this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2203,33456,Intelligence,Know your strengths: You know how to fit into many different situations. How has your social intelligence worked out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2204,33456,Prudence,Know your strengths: You are deliberate and thoughtful in your interactions with people. How has being cautious helped you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2205,33456,Curiosity,Know your strengths: You are curious and get excited about all topics and subjects. Consider how your curiosity has worked out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2206,33456,Honesty,"Know your strengths: You are down to earth, and never put on a facade. How has your genuineness worked for you this week?",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2207,33456,Leadership,Know your strengths: You make everyone in a group feel included and ensure there is harmony. How has your initiative helped others this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2208,33456,Love,Know your strengths: You take pride in having people in your life who believe caring is reciprocal. Consider how your relationships have helped you this week.,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2209,33456,Forgiveness,"Know your strengths: You try to give others a second chance, even those who may have done you wrong. How has your ability to forgive worked for you this week?",10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
2210,33456,Gratitude,Know your strengths: You recognize the good things that happen to you and take time to say thank you. How has this awareness worked out for you this week?,10/13/16 00:43,10/13/16 00:43,,,,,,,,,,,,,,,,,,,
